UUID,slug,7/21/2022 18:27,7/21/2022 20:35,7/21/2022 20:46,7/21/2022 20:59,7/21/2022 21:59,7/21/2022 22:59,7/21/2022 23:59,2022-07-22 01:00:08,2022-07-22 02:00:07,2022-07-22 03:00:06,2022-07-22 04:00:07,2022-07-22 05:00:06,2022-07-22 06:00:07,2022-07-22 07:00:07
d6ddfd9e-4eb1-4b61-8c92-593f69e45e14,retro,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d7b4592b-e139-475b-8185-1254feb1bc8d,Bumbleberry,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5044844e-e4a6-406e-a41d-20557c0d2fcc,SyrupBunnies,370000000000000000,370000000000000000,370000000000000000,370000000000000000,370000000000000000,370000000000000000,370000000000000000,370000000000000000,370000000000000000,370000000000000000,370000000000000000,370000000000000000,370000000000000000,370000000000000000
d594b11f-e4a4-4508-a22c-22c9a509d962,MonumentGrind,8265680000000000000,8265680000000000000,8265680000000000000,8265680000000000000,8265680000000000000,8265680000000000000,8265680000000000000,8265680000000000000,8265680000000000000,8265680000000000000,8265680000000000000,8265680000000000000,8265680000000000000,8265680000000000000
5a9ef52a-379b-4417-a9e2-a6841f903859,P2A,254561000000000000000,254561000000000000000,254561000000000000000,254561000000000000000,254561000000000000000,254711000000000000000,254711000000000000000,254711170000000000000,254711170000000000000,254880170000000000000,255053850000000000000,255148850000000000000,255148850000000000000,255148850000000000000
b2295c25-99c9-4d4d-96af-b8b53892fa06,loopcatsxloopweebs,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838bc2cc-d5d9-4e9a-8f7a-e347318fabfa,Sea,1075000000000000000,1075000000000000000,1075000000000000000,1075000000000000000,1075000000000000000,1075000000000000000,1075000000000000000,1075000000000000000,1075000000000000000,1075000000000000000,1075000000000000000,1075000000000000000,1075000000000000000,1075000000000000000
02f7ca50-88c8-4ef8-9f46-a62b37e68aa6,anime,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dcba565d-9a88-4398-abd8-3eb4f38ce76b,dnd,8200000000000000000,8200000000000000000,8200000000000000000,8200000000000000000,8200000000000000000,8200000000000000000,8200000000000000000,8200000000000000000,8200000000000000000,8200000000000000000,8200000000000000000,8200000000000000000,8200000000000000000,8200000000000000000
7d10962e-c93b-4d09-b50e-d71d818d398a,Axols,2088000000000000000,2088000000000000000,2088000000000000000,2088000000000000000,2088000000000000000,2088000000000000000,2088000000000000000,2088000000000000000,2088000000000000000,2088000000000000000,2088000000000000000,2088000000000000000,2088000000000000000,2088000000000000000
f0529bab-c635-4756-871e-0e2f384ec289,loopingu-stickers,6476330000000000000,6487730000000000000,6487730000000000000,6487730000000000000,6490530000000000000,6490530000000000000,6498830000000000000,6498830000000000000,6498830000000000000,6521130000000000000,6521130000000000000,6521130000000000000,6521130000000000000,6529430000000000000
82a0c539-4d9a-4718-91b5-99694e5505fc,collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fa8c061a-1061-41ef-bf7c-57b7b0e4e7d3,BitBots3D,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21a6e9d7-5da8-4083-93ec-230b960e2438,celestial,1800000000000000000,1800000000000000000,1800000000000000000,1800000000000000000,1800000000000000000,1800000000000000000,1800000000000000000,1800000000000000000,1800000000000000000,1800000000000000000,1800000000000000000,1800000000000000000,1800000000000000000,1800000000000000000
175abb62-56cc-4837-8211-a3f2938d430b,controllers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4faf8d2a-7620-48f2-a6b1-b62a85e96fa6,ds0uz,3341850000000000000,3341850000000000000,3341850000000000000,3341850000000000000,3341850000000000000,3341850000000000000,3341850000000000000,3341850000000000000,3341850000000000000,3341850000000000000,3341850000000000000,3341850000000000000,3341850000000000000,3341850000000000000
a44d3325-38a1-4b4b-9d75-d0b6dc9b67db,Cyberskull,300000000000000000,300000000000000000,300000000000000000,300000000000000000,300000000000000000,300000000000000000,300000000000000000,300000000000000000,300000000000000000,300000000000000000,300000000000000000,300000000000000000,300000000000000000,300000000000000000
69771edb-9007-49d4-9f80-106b13438987,mfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aa8305a4-0015-4889-b974-88a4df0b64aa,S_Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a67875f0-05ef-4717-af72-501bec459fa1,png,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3f5c36c8-93ec-4783-999f-359adc2adff6,AbandonedPlaces,45000000000000000,45000000000000000,45000000000000000,45000000000000000,45000000000000000,45000000000000000,45000000000000000,45000000000000000,45000000000000000,45000000000000000,45000000000000000,45000000000000000,45000000000000000,45000000000000000
9c953f27-40d7-4588-a317-0ebacd7c9e3a,testo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234c4da9-b410-43c7-a00c-5d0c619f48e6,nintendo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cd9b8506-506d-4580-89e8-cae179397714,Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d7a8d472-c9c4-4e16-9bdc-35445b0f0b08,TheHardDriveLogo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d78e7149-3d15-4add-8932-7cc6582a57d0,cyberskulls,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828d4fdc-9a98-424d-bf2f-24266bde09eb,Rolliez,3599890000000000000,3599890000000000000,3599890000000000000,3599890000000000000,3599890000000000000,3599890000000000000,3599890000000000000,3599890000000000000,3629890000000000000,3629890000000000000,3629890000000000000,3629890000000000000,3629890000000000000,3629890000000000000
6521b641-fae2-4c28-8643-1b3c92d03748,pandamation,4794990000000000000,4794990000000000000,4794990000000000000,4794990000000000000,4794990000000000000,4794990000000000000,4794990000000000000,4794990000000000000,4794990000000000000,4794990000000000000,4794990000000000000,4794990000000000000,4794990000000000000,4794990000000000000
ddd8222a-1573-4ce5-9581-c87a64d2bd8c,CrabKings,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e0996f40-62ab-427a-813f-478f78eef85d,kawaii-dnd-dice,1440000000000000000,1440000000000000000,1440000000000000000,1440000000000000000,1440000000000000000,1440000000000000000,1440000000000000000,1440000000000000000,1440000000000000000,1440000000000000000,1440000000000000000,1440000000000000000,1440000000000000000,1440000000000000000
0bab40cf-2c2d-4819-879e-a694ecefdb95,sci-fi,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5dae51f7-0b7e-4646-9d67-4a84ab81c4ee,Past,1010000000000000000,1010000000000000000,1010000000000000000,1010000000000000000,1010000000000000000,1010000000000000000,1010000000000000000,1010000000000000000,1010000000000000000,1010000000000000000,1010000000000000000,1010000000000000000,1010000000000000000,1010000000000000000
78e04e0f-cc9d-4913-8d88-d5d2fdd462bd,hideawaytest,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10ed401c-9f09-425a-8aa5-d6d6e2ae1b6f,shackers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0918104e-5b9e-4012-80bc-2ab6fe5ae659,cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3f4c433e-e5e4-4dd1-9b65-cba4ebb8d67e,silentgirl,10878000000000000000,10878000000000000000,10878000000000000000,10878000000000000000,10878000000000000000,10878000000000000000,10878000000000000000,10878000000000000000,10878000000000000000,10878000000000000000,10878000000000000000,10878000000000000000,10878000000000000000,10878000000000000000
a33597b8-ef10-44e9-8f4b-88ef0a7a389a,TAL_TEST,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854165b8-8357-4209-967f-b8f62abe9801,visions-of-vishnu,1904000000000000000,1904000000000000000,1904000000000000000,1904000000000000000,1904000000000000000,1904000000000000000,1904000000000000000,1904000000000000000,1904000000000000000,1904000000000000000,1904000000000000000,1904000000000000000,1904000000000000000,1904000000000000000
a20529f5-7b90-4872-9178-f870001811d1,HumanNature,30000000000000000,30000000000000000,30000000000000000,30000000000000000,30000000000000000,30000000000000000,30000000000000000,30000000000000000,30000000000000000,30000000000000000,30000000000000000,30000000000000000,30000000000000000,30000000000000000
71a6fa69-d2c7-4307-a9d9-95abde718159,smle,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d5c4391d-495b-4e2d-a858-839560c4e483,MonkeyAi,910000000000000000,930000000000000000,930000000000000000,930000000000000000,930000000000000000,930000000000000000,950000000000000000,950000000000000000,970000000000000000,970000000000000000,990000000000000000,990000000000000000,990000000000000000,990000000000000000
16cbae13-365b-4f66-8737-34a576e2c2a1,hooties,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e05a6842-d1d2-4e46-ab98-d4932a08d340,loopring,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fedb6064-650a-4bcc-af8a-224a8384f8dd,i_loopcats,35767900000000000000,35767900000000000000,35767900000000000000,35767900000000000000,35767900000000000000,35767900000000000000,35767900000000000000,35767910000000000000,35767910000000000000,35767910000000000000,35767910000000000000,35767910000000000000,35767910000000000000,35767910000000000000
3f971f25-3a41-48d0-8552-591c4d6f1cb1,PARASITETRIBE,6060780000000000000,6064880000000000000,6064880000000000000,6064880000000000000,6069080000000000000,6069080000000000000,6069080000000000000,6073380000000000000,6073380000000000000,6077380000000000000,6081680000000000000,6081680000000000000,6081680000000000000,6081680000000000000
dfea19d2-c301-4beb-b011-cdc6e29fc4a1,crepes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95717dea-4cfd-43d0-b2fc-34e3653ba7d4,www,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4d68ef6d-afdf-4455-9888-b22563043128,Potions,2800000000000000000,2900000000000000000,2900000000000000000,2900000000000000000,2900000000000000000,2900000000000000000,2900000000000000000,2900000000000000000,2900000000000000000,2900000000000000000,2900000000000000000,2900000000000000000,2900000000000000000,2900000000000000000
c375d00b-e734-40a0-b94d-09568b421fc4,aaa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30376c95-5626-4a46-b991-d40a4faba0c6,therepenters,1000000000000000000,1000000000000000000,1000000000000000000,1000000000000000000,1000000000000000000,1000000000000000000,1000000000000000000,1000000000000000000,1000000000000000000,1000000000000000000,1000000000000000000,1000000000000000000,1000000000000000000,1000000000000000000
e69bfd2d-6096-4eea-96fb-f7a00e7ee3a2,cyberpunk-demon-kitten,50210400000000000000,50210400000000000000,50210400000000000000,50210400000000000000,50210400000000000000,50210400000000000000,50210400000000000000,50210360000000000000,50210360000000000000,50210360000000000000,50210360000000000000,50235360000000000000,50235360000000000000,50235360000000000000
8a358b3d-8965-4e2f-a637-2a048dc0872f,Skies,85000000000000000,85000000000000000,85000000000000000,85000000000000000,85000000000000000,85000000000000000,85000000000000000,85000000000000000,85000000000000000,85000000000000000,85000000000000000,85000000000000000,85000000000000000,85000000000000000
cb35f667-8774-4b0f-9f42-772cec3aee17,Shrunken1,0,0,0,0,0,0,389000000000000000,389000000000000000,753000000000000000,1123000000000000000,1123000000000000000,1123000000000000000,1256300000000000000,1256300000000000000
79abd4fa-3b4b-4b0d-a822-ca0c174ffd63,hootiebrains,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8ff76a80-fda2-4173-8bcd-b2022b38c3c5,dottythecat,15506800000000000000,15506800000000000000,15506800000000000000,15506800000000000000,15506800000000000000,15506800000000000000,15506800000000000000,15506760000000000000,15506760000000000000,15506760000000000000,15506760000000000000,15506760000000000000,15506760000000000000,15506760000000000000
939915f0-7b5f-401e-9ead-7b7c2314a168,Dankclops-Space-Miniseries,969000000000000000,969000000000000000,969000000000000000,969000000000000000,969000000000000000,969000000000000000,969000000000000000,969000000000000000,969000000000000000,969000000000000000,969000000000000000,969000000000000000,969000000000000000,969000000000000000
686367d3-c179-4349-adfd-ad426a6631a2,ryan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43088764-232f-47dd-8e93-a1645aa4c681,BumbleberryEditions,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7537d90a-58d0-4136-93a4-fd1b322f037a,music,1678880000000000000,1688880000000000000,1688880000000000000,1688880000000000000,1688880000000000000,1688880000000000000,1688880000000000000,1688880000000000000,1688880000000000000,1688880000000000000,1688880000000000000,1688880000000000000,1688880000000000000,1688880000000000000
a9325897-cd42-4cc6-95d6-4e26a4973135,Electricdreams,588000000000000000,588000000000000000,588000000000000000,588000000000000000,588000000000000000,588000000000000000,588000000000000000,588000000000000000,588000000000000000,588000000000000000,588000000000000000,588000000000000000,588000000000000000,588000000000000000
5f37e982-2eec-4d68-9da9-a2a6669f1f97,Automobiles,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2b1da7fd-a038-4331-9009-855f1e59f7b7,sleepycats,5242710000000000000,5242710000000000000,5242710000000000000,5242710000000000000,5242710000000000000,5242710000000000000,5252710000000000000,5257710000000000000,5262710000000000000,5262710000000000000,5272710000000000000,5272710000000000000,5272710000000000000,5272710000000000000
d0433fb5-dcf1-471c-b4c5-2127c0950bfc,loopervillains,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0f28351b-b180-43ee-97b9-fcc3384b9525,fanimations,700000000000000000,700000000000000000,700000000000000000,700000000000000000,700000000000000000,700000000000000000,700000000000000000,700000000000000000,700000000000000000,700000000000000000,700000000000000000,700000000000000000,700000000000000000,700000000000000000
1a317ff6-892f-41f3-bbb1-31cde1d7eecb,frequenciesperformances2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba170776-dd13-40a0-bed1-6fd31fad7339,pictures,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5ff95da5-56db-4023-aedb-a03a02c1d34d,cyberdelic,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b58b01bb-d6ca-47e5-82d3-32d816c62226,ClubPenguin,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fc0bfc48-d2a5-47cc-8185-a30e9e89d1fe,POPeArt1,23747800000000000000,23827800000000000000,23827800000000000000,23827800000000000000,23827800000000000000,23827800000000000000,23827800000000000000,23827780000000000000,23827780000000000000,23827780000000000000,23867770000000000000,23907770000000000000,23947770000000000000,24068560000000000000
79452527-aa7c-4285-8f06-482dcb3b54e2,art,3190000000000000000,3200000000000000000,3200000000000000000,3200000000000000000,3210000000000000000,3210000000000000000,3210000000000000000,3220000000000000000,3220000000000000000,3220000000000000000,3220000000000000000,3220000000000000000,3220000000000000000,3220000000000000000
87f70555-69c0-4822-8d36-1ce37046e76d,Laserwaves,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44af8e73-3c0b-45b9-a904-eec10128069f,pirate-skullz,1400000000000000000,1400000000000000000,1400000000000000000,1400000000000000000,1400000000000000000,1400000000000000000,1400000000000000000,1400000000000000000,1400000000000000000,1400000000000000000,1400000000000000000,1400000000000000000,1400000000000000000,1400000000000000000
348a15e9-14d9-4574-aac4-1c3c0420e3ff,lcxhideaway,400000000000000000,400000000000000000,400000000000000000,400000000000000000,400000000000000000,400000000000000000,400000000000000000,400000000000000000,400000000000000000,400000000000000000,400000000000000000,400000000000000000,400000000000000000,400000000000000000
a36adf66-5cb7-4a6a-b84b-958fd7832e89,tropical,2398000000000000000,2398000000000000000,2398000000000000000,2398000000000000000,2398000000000000000,2398000000000000000,2398000000000000000,2398000000000000000,2398000000000000000,2398000000000000000,2398000000000000000,2398000000000000000,2398000000000000000,2398000000000000000
28407b50-35dd-428e-9963-959c264493aa,Soulie,57418900000000000000,57418900000000000000,57418900000000000000,57418900000000000000,57598900000000000000,57598900000000000000,57598900000000000000,57598890000000000000,57598890000000000000,57598890000000000000,57598890000000000000,57598890000000000000,57598890000000000000,57798890000000000000
600635ea-26b7-4966-8972-59246fa66ca3,tests,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d5138b3a-70d1-4e18-8dcf-0b850903d7bc,Dankclops-hell-bound,1365000000000000000,1365000000000000000,1365000000000000000,1365000000000000000,1365000000000000000,1365000000000000000,1365000000000000000,1365000000000000000,1365000000000000000,1365000000000000000,1365000000000000000,1497000000000000000,1497000000000000000,1497000000000000000
de73cd75-316c-4d81-a214-0ad08d92c0fd,crap,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7062e2a8-2d68-4bcd-b2ca-ad7d0803f48e,MisAnthropesTownies,3885640000000000000,3885640000000000000,3885640000000000000,3885640000000000000,3885640000000000000,3885640000000000000,3895640000000000000,3895640000000000000,3904040000000000000,3904040000000000000,3904040000000000000,3908240000000000000,3908240000000000000,3908240000000000000
207f82cd-bb04-4c66-aabe-364deebd7c31,choen,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12115307-4b31-474f-80c6-ccb39ea3cc05,giftshop,4815900000000000000,4815900000000000000,4815900000000000000,4815900000000000000,4817800000000000000,4822800000000000000,4822800000000000000,4829700000000000000,4829700000000000000,4831700000000000000,4831700000000000000,4831700000000000000,4831700000000000000,4831700000000000000
7525aec8-1bd2-4644-8685-4f534504dad1,sloths,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2d5df2ac-f389-4ab7-8cfa-05c3f983008b,cyberdelux,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ec2c295-a7cc-49f2-a5ce-08dc89e89c26,dreams,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f5de982e-ba35-4ff7-8c8c-92eefcdf464d,TerminalOverdrive,1278590000000000000,1278590000000000000,1279290000000000000,1279290000000000000,1279290000000000000,1279890000000000000,1279890000000000000,1279890000000000000,1279890000000000000,1279890000000000000,1279890000000000000,1279890000000000000,1279890000000000000,1279890000000000000
5d88be37-edbb-48ec-91dc-9851a83ef24a,lrc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2fb3fb4c-d8cc-41d1-bfa7-f0ab911c54f2,gaming,804000000000000000,825000000000000000,825000000000000000,825000000000000000,825000000000000000,825000000000000000,825000000000000000,825000000000000000,825000000000000000,825000000000000000,832000000000000000,832000000000000000,846000000000000000,876000000000000000
786a8c44-a5e0-471e-b447-b3394dadfbb9,testinterdimensional,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89c6404f-eaff-4280-855b-1678c2c2fa29,poster,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995ccae4-bf6d-4c3a-8beb-f977f204c4cf,froggie,11762500000000000000,11762500000000000000,11762500000000000000,11762500000000000000,11762500000000000000,11762500000000000000,11762500000000000000,11762480000000000000,11762480000000000000,11762480000000000000,11767470000000000000,11767470000000000000,11767470000000000000,11767470000000000000
d5096a21-723a-4c30-92e8-2cc9f16b1ba1,lc-accessories,2154590000000000000,2154590000000000000,2154590000000000000,2154590000000000000,2154590000000000000,2154590000000000000,2154590000000000000,2154590000000000000,2154590000000000000,2169590000000000000,2174590000000000000,2174590000000000000,2174590000000000000,2174590000000000000
69ada13a-eebc-4bfc-850b-ad48af32a18a,human-food,750000000000000000,750000000000000000,750000000000000000,750000000000000000,750000000000000000,750000000000000000,750000000000000000,750000000000000000,750000000000000000,750000000000000000,750000000000000000,750000000000000000,750000000000000000,750000000000000000
6541a2ff-9a0f-4076-811b-6bd2f857bb9f,http,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e93ea006-7e9a-467d-a3c6-9eca6e18bb13,TGWFS2,1534900000000000000,1534900000000000000,1534900000000000000,1534900000000000000,1534900000000000000,1534900000000000000,1534900000000000000,1534900000000000000,1534900000000000000,1534900000000000000,1534900000000000000,1534900000000000000,1534900000000000000,1534900000000000000
2291c06b-a6aa-47e6-9c82-30903a7ae7ee,mobgoblins,849000000000000000,849000000000000000,849000000000000000,849000000000000000,849000000000000000,849000000000000000,849000000000000000,849000000000000000,849000000000000000,849000000000000000,849000000000000000,849000000000000000,849000000000000000,889000000000000000
ad9f5d74-ee7a-4552-99f7-ce532e994b6d,somnia,2748000000000000000,2748000000000000000,2748000000000000000,2748000000000000000,2748000000000000000,2748000000000000000,2748000000000000000,2748000000000000000,2748000000000000000,2748000000000000000,2748000000000000000,2748000000000000000,2748000000000000000,2748000000000000000
9c126968-4162-4d26-aca8-258d387813f8,Checkmates,1200000000000000000,1200000000000000000,1200000000000000000,1200000000000000000,1200000000000000000,1200000000000000000,1200000000000000000,1200000000000000000,1200000000000000000,1200000000000000000,1200000000000000000,1200000000000000000,1200000000000000000,1200000000000000000
246dbbde-3a9d-4458-a03d-3347d88e1d55,Moon222CoM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99456338-829d-4735-9ec0-000c140385e0,PixelPupHeadsSeries2,6840100000000000000,6840100000000000000,6840100000000000000,6840100000000000000,6840100000000000000,6880100000000000000,6880100000000000000,6880100000000000000,6880100000000000000,6880100000000000000,6880100000000000000,6880100000000000000,6880100000000000000,6880100000000000000
1c704a2a-d9f9-4517-a9d0-fa20d545a208,beer,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6873f0d-1d81-4cc8-8716-019c3a23f17b,Inequitys-book,9124960000000000000,9124960000000000000,9124960000000000000,9124960000000000000,9209960000000000000,9209960000000000000,9209960000000000000,9209960000000000000,9209960000000000000,9209960000000000000,9209960000000000000,9209960000000000000,9209960000000000000,9209960000000000000
5e8193e4-d4a8-4e2e-856d-066b22954475,frog,16677000000000000000,16677000000000000000,16677000000000000000,16677000000000000000,16685900000000000000,16685900000000000000,16685900000000000000,16685850000000000000,16685850000000000000,16714850000000000000,16714850000000000000,16714850000000000000,16714850000000000000,16714850000000000000
22268a3a-09fd-49ff-8345-9ae957cfece9,anaglyph,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d27d2782-1cca-491b-bc9e-6f487d2de3cf,candycolours,3780000000000000000,3780000000000000000,3780000000000000000,3780000000000000000,3780000000000000000,3780000000000000000,3780000000000000000,3780000000000000000,3780000000000000000,3780000000000000000,3780000000000000000,3780000000000000000,3780000000000000000,3780000000000000000
5cd27198-9809-4901-ad41-602013a6439d,oscilloscope,3961550000000000000,3961550000000000000,3961550000000000000,3961550000000000000,3961550000000000000,3961550000000000000,3961550000000000000,3961553300000000000,3961553300000000000,3961553300000000000,3961553300000000000,3961553300000000000,3961553300000000000,3961553300000000000
1b59510b-a794-408a-b6b6-144c03f30122,ryancohen,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92bfc702-211a-437c-84bf-e9c530fea8fd,roaring20s,95444000000000000000,95704000000000000000,95704000000000000000,95704000000000000000,95704000000000000000,95704000000000000000,95704000000000000000,95703990000000000000,95703990000000000000,95703990000000000000,95902990000000000000,95902990000000000000,95902990000000000000,95902990000000000000
bb9e7846-c489-40ba-85ba-630427c43165,https,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22d8b26e-b614-48e0-8025-7d06fe14467b,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e75e217e-f1d6-4fc9-9e4c-c2b5d44dff1d,mfers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8b832941-3284-4dc4-b67f-d616e71afb8d,Wav,7073990000000000000,7073990000000000000,7073990000000000000,7073990000000000000,7073990000000000000,7073990000000000000,7073990000000000000,7073990000000000000,7073990000000000000,7073990000000000000,7073990000000000000,7073990000000000000,7073990000000000000,7073990000000000000
50276541-7975-476a-b3d5-c662aeb44e64,uncorked_corks,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89778b45-14c3-45f6-b40c-3571a72f4da3,lazyloopcats,17073000000000000000,17073000000000000000,17073000000000000000,17073000000000000000,17073000000000000000,17073000000000000000,17073000000000000000,17073000000000000000,17073000000000000000,17073000000000000000,17073000000000000000,17073000000000000000,17073000000000000000,17073000000000000000
3bd5bd0b-cac8-4b1a-8d82-86cd0b866b14,ASBTcollabs,1000000000000000000,1000000000000000000,1000000000000000000,1000000000000000000,1000000000000000000,1000000000000000000,1000000000000000000,1000000000000000000,1000000000000000000,1000000000000000000,1000000000000000000,1000000000000000000,1000000000000000000,1000000000000000000
51082187-29eb-431a-a334-b8d9f10f522c,film,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3d21bb2f-02fc-4bdd-924d-d06eb0ba8b72,demon-arcade,2154000000000000000,2154000000000000000,2154000000000000000,2154000000000000000,2154000000000000000,2154000000000000000,2154000000000000000,2154000000000000000,2154000000000000000,2154000000000000000,2154000000000000000,2154000000000000000,2154000000000000000,2154000000000000000
9f9255e7-5ddc-4216-8cce-02ca2fbba6f9,SilentGirlCollectibles,24215000000000000000,24221900000000000000,24221900000000000000,24221900000000000000,24221900000000000000,24221900000000000000,24224900000000000000,24224850000000000000,24228250000000000000,24228250000000000000,24228250000000000000,24228250000000000000,24235150000000000000,24235150000000000000
d2bd3c37-ae20-45d3-959d-5a939331a71b,Tripsets,420690000000000000,420690000000000000,420690000000000000,420690000000000000,420690000000000000,420690000000000000,420690000000000000,420690000000000000,420690000000000000,420690000000000000,420690000000000000,420690000000000000,420690000000000000,420690000000000000
6846ed08-8500-4d29-abab-35469e7bef30,movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fccbdaf7-2fdc-4595-b872-5e7c0dcce50d,Cum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de4068aa-97ee-4c60-9aa7-14c52127c2e1,leagueofveterans,6652400000000000000,6652400000000000000,6652400000000000000,6652400000000000000,6652400000000000000,6652400000000000000,6652400000000000000,6652400000000000000,6677400000000000000,6677400000000000000,6677400000000000000,6677400000000000000,6677400000000000000,6677400000000000000
54c4f47f-c82c-4abf-8790-6cab57001da8,Brainie-Collabs,5234900000000000000,5239900000000000000,5239900000000000000,5239900000000000000,5239900000000000000,5244900000000000000,5249900000000000000,5249900000000000000,5249900000000000000,5249900000000000000,5249900000000000000,5249900000000000000,5249900000000000000,5249900000000000000
3a6f1bb9-6e96-4940-ab7e-0e3e786dc1ee,stonk,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641faa54-d7f5-43f5-9b7a-640d6ab8acdf,Moon222Pets,16539000000000000000,16539000000000000000,16539000000000000000,16539000000000000000,16539000000000000000,16539000000000000000,16539000000000000000,16539000000000000000,16539000000000000000,16539000000000000000,16539000000000000000,16539000000000000000,16539000000000000000,16539000000000000000
920fbae1-eb4c-401d-8537-2831e606f448,Sets,2351800000000000000,2351800000000000000,2351800000000000000,2351800000000000000,2351800000000000000,2351800000000000000,2351800000000000000,2351800000000000000,2351800000000000000,2351800000000000000,2351800000000000000,2351800000000000000,2351800000000000000,2351800000000000000
e768c73f-f1c5-45be-9d35-f41bdf3ab069,TGWFS3,1413510000000000000,1413510000000000000,1413510000000000000,1413510000000000000,1413510000000000000,1413510000000000000,1413510000000000000,1413510000000000000,1413510000000000000,1413510000000000000,1413510000000000000,1413510000000000000,1413510000000000000,1413510000000000000
05d9641c-199a-4e87-83e6-f91430379e9f,uncorkedcorks,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76a20ac1-17cd-4c62-875b-f08c408da61c,movingparts,84000000000000000,84000000000000000,84000000000000000,84000000000000000,84000000000000000,84000000000000000,84000000000000000,84000000000000000,84000000000000000,84000000000000000,84000000000000000,84000000000000000,84000000000000000,84000000000000000
cbdf9b67-592d-421f-83e6-8b9018aacc73,playergloves,115036000000000000000,115156000000000000000,115156000000000000000,115156000000000000000,115156000000000000000,115376000000000000000,115376000000000000000,115801190000000000000,115951190000000000000,115951190000000000000,115951190000000000000,115951190000000000000,115951190000000000000,115951190000000000000
f98dd971-d20f-453a-9030-f4d0fd75e701,the-ops,0,945000000000000000,945000000000000000,1015000000000000000,1085000000000000000,1505000000000000000,1505000000000000000,1505000000000000000,1505000000000000000,1505000000000000000,1505000000000000000,1505000000000000000,1505000000000000000,1505000000000000000
bf9a6e70-1d38-4d55-936a-80a3093a4939,expressivethomas,7978750000000000000,7978750000000000000,7978750000000000000,7978750000000000000,7978750000000000000,7978750000000000000,7978750000000000000,7978752000000000000,7978752000000000000,7978752000000000000,7978752000000000000,7978752000000000000,7978752000000000000,7978752000000000000
